node021,R5_PA_C05_u05-06,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:4F:EB"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:4F:EC"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:4F:ED"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:4F:EE""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.31,5c:f9:dd:f3:c6:05
node022,R5_PA_C05_u07-08,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:98:FA"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:98:FB"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:98:FC"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:98:FD""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.32,5c:f9:dd:f3:c7:43
node023,R5_PA_C05_u09-10,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:97:29"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:97:2A"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:97:2B"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:97:2C""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""1.8"", ""1.8"", ""0.0""]",172.16.2.33,5c:f9:dd:f2:d0:52
node024,R5_PA_C05_u11-12,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:53:0D"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:53:0E"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:53:0F"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:53:10""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.34,5c:f9:dd:f3:c6:23
node025,R5_PA_C05_u13-14,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:E5"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:E6"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:E7"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:E8""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.35,5c:f9:dd:f3:c7:11
node026,R5_PA_C05_u15-16,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:9C:F8"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:9C:F9"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:9C:FA"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:9C:FB""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.36,5c:f9:dd:f3:a7:27
node027,R5_PA_C05_u17-18,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:AF:6B"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:AF:6C"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:AF:6D"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:AF:6E""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.37,5c:f9:dd:f3:c6:11
node028,R5_PA_C05_u19-20,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:47:D0"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:47:D1"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:47:D2"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:ED:47:D3""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.38,5c:f9:dd:f3:a8:09
node029,R5_PA_C05_u21-22,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FA:64"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FA:65"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FA:66"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FA:67""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.39,5c:f9:dd:f3:c6:45
node030,R5_PA_C05_u23-24,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:B7:43"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:B7:44"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:B7:45"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:B7:46""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.40,5c:f9:dd:f3:c7:05
node031,R5_PA_C05_u25-26,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:95:85"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:95:86"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:95:87"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:95:88""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""1.8"", ""1.8"", ""0.0""]",172.16.2.41,5c:f9:dd:f3:c7:c1
node032,R5_PA_C05_u27-28,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:19:29"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:19:2A"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:19:2B"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:19:2C""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.42,5c:f9:dd:f3:c6:13
node033,R5_PA_C05_u29-30,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:A6:6F"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:A6:70"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:A6:71"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:A6:72""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.43,5c:f9:dd:f3:a8:19
node034,R5_PA_C05_u31-32,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:BD:57"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:BD:58"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:BD:59"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:BD:5A""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.44,5c:f9:dd:f3:c6:75
node035,R5_PA_C05_u33-34,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:B8:CB"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:B8:CC"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:B8:CD"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EB:B8:CE""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.45,5c:f9:dd:f3:a7:09
node036,R5_PA_C05_u35-36,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]","[""NVIDIA Corporation GK110GL [Tesla K20m]""]",64,"[""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:A1"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:A2"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:A3"", ""Broadcom Gigabit Ethernet BCM5720 - B8:CA:3A:EC:FB:A4""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8""]","[""3.6""]",172.16.2.46,5c:f9:dd:f3:9c:f5
node037,R5_PA_C06_u01-02,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]",[],64,"[""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:0B:5F"", ""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:0B:60"", ""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:0B:61"", ""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:0B:62""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8"", ""3.6"", ""3.6"", ""3.6"", ""3.6""]","[""3.6"", ""10.9""]",172.16.2.47,5c:f9:dd:f3:3e:b2
node038,R5_PA_C06_u03-04,"[""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz"", ""Intel(R) Xeon(R) CPU E5-2650 0 @ 2.00GHz""]",[],64,"[""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:1D:3F"", ""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:1D:40"", ""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:1D:41"", ""Broadcom Gigabit Ethernet BCM5720 - F0:1F:AF:D1:1D:42""]",FDR 56Gb,"[""1.8"", ""1.8"", ""1.8"", ""3.6"", ""3.6"", ""3.6"", ""3.6""]","[""3.6"", ""10.9""]",172.16.2.48,5c:f9:dd:f3:25:20
